City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
305,Tyukhtet,56.5389,89.3011,33.17,79,100,6.96,RU,overcast clouds
306,Lulea,65.5842,22.1547,19.4,93,73,2.3,SE,broken clouds
307,Togur,58.3631,82.8265,34.74,92,96,12.37,RU,overcast clouds
308,Rockland,41.1668,-74.0496,62.01,17,1,18.41,US,clear sky
309,Husavik,66.0449,-17.3389,19.4,68,75,2.3,IS,light snow
310,Airai,-8.9266,125.4092,67.15,69,89,2.3,TL,overcast clouds
311,Boa Vista,2.8197,-60.6733,77.0,88,75,3.44,BR,light rain
312,Sinop,41.7711,34.8709,41.88,90,95,6.33,TR,light rain
313,Tagusao,9.1924,117.8141,79.93,75,100,2.93,PH,overcast clouds
314,Voyvozh,62.892,54.9635,26.83,97,100,4.18,RU,overcast clouds
315,Halifax,44.6453,-63.5724,42.01,93,79,11.5,CA,broken clouds
316,Fort Stewart,31.8722,-81.61,73.4,35,1,6.91,US,clear sky
317,Taligaman,8.9044,125.6558,78.28,76,86,1.39,PH,overcast clouds
318,Puerto Leguizamo,-0.1934,-74.7819,71.51,98,100,2.39,CO,overcast clouds
319,Manado,1.487,124.8455,80.6,89,40,2.3,ID,scattered clouds
320,Bidar,17.9,77.55,79.86,34,19,6.42,IN,few clouds
321,Lokosovo,61.1333,74.8167,33.75,98,100,7.7,RU,overcast clouds
322,Miraflores,19.2167,-98.8083,71.6,18,90,16.11,MX,overcast clouds
323,Genhe,50.7833,121.5167,18.03,41,26,10.96,CN,scattered clouds
324,Lasa,46.6166,10.7002,39.99,93,75,11.5,IT,mist
325,Inverness,57.4791,-4.224,33.01,74,75,11.5,GB,broken clouds
326,Guerrero Negro,27.9769,-114.0611,67.41,60,4,19.15,MX,clear sky
327,Resistencia,-27.4606,-58.9839,68.0,94,90,14.97,AR,moderate rain
328,Bloomfield,40.8068,-74.1854,66.2,15,1,17.27,US,clear sky
329,Cidreira,-30.1811,-50.2056,73.47,78,85,17.07,BR,overcast clouds
330,Samarai,-10.6167,150.6667,83.86,74,92,7.7,PG,overcast clouds
331,Yarada,17.65,83.2667,77.0,94,40,2.3,IN,mist
332,Batemans Bay,-35.7167,150.1833,66.0,97,92,1.99,AU,overcast clouds
